,LLGAM,LLCSSR
0,0.1648437989870007,0.1528900496288206
1,0.04856548099310499,0.008086088007472065
2,0.0012165320105667376,0.0332979730776542
3,0.20932858817994549,0.173960452234109
4,0.05740536207825428,0.053162053864656854
5,0.14974168844022454,0.15194036309237796
6,0.027055033612565633,0.037646027660890674
7,0.006281159954918119,0.01643597551153665
8,0.25064504736997417,0.1480093560140033
9,0.00750450919479534,0.0002289639391800122
10,0.030809235890250787,0.022086119799276372
11,0.43240282128542623,0.3874132127189059
12,0.039005559900996294,0.024217059857833845
13,0.04286864460399536,0.049812223082997445
14,0.04591147646550861,0.04681914195590935
15,0.010948610122924786,0.010709122960167461
16,0.03157149313598935,0.02870766053162459
17,0.023436285009140155,0.016603676459523046
18,0.233867799027356,0.19026130777645342
19,0.08391753403563927,0.07225241365466512
20,0.10772451838536838,0.12992188227154017
21,0.07463438675596601,0.06563011870181423
22,,
23,0.22335701037849187,0.17096487220465462
24,0.1292750938550779,0.10480774602727112
25,0.05980637388291046,0.03751949345830259
26,0.023174323552985387,0.016709539543535875
27,0.01488170897441719,0.0053588723131421335
28,0.01732196612621269,0.016510952985261465
29,0.019636204494869643,0.015825085529118717
30,0.05311156820702192,0.030703353127800516
31,0.10827864836154506,0.10656129891792897
32,0.05595323806764009,0.05012870768968609
33,0.054032833340775806,0.05153455884220092
34,0.010287329352849026,0.034787033342773485
35,0.10261697103461397,0.08276278037823503
36,0.23221916628095096,0.17931174064565888
37,0.016291158458647852,0.015250479395721014
38,0.051996945652615555,0.04979629679965897
39,0.0004086432157609995,9.992007221626415e-16
40,0.09555863941795888,0.08787026349237745
41,0.09340548238235943,0.07446648512501745
42,0.0007001676223907006,0.02428406599364502
43,0.03920307334932858,0.04077498686376164
44,0.1296375029476254,0.10521562086753934
45,0.07710460903273354,0.06177002854761643
46,0.07775761063313953,0.06521655214177213
47,0.03489188549470378,0.023980939788413723
48,0.00828957047422118,0.03762754426077682
49,0.07049571340811471,0.06329825185315853
50,0.15642855179104098,0.0969659698568107
51,0.031068084749586045,0.031092020065855087
52,0.0831087053790676,0.07870819019339066
53,0.11444734665047064,0.09380179974836124
54,0.006045439606019397,0.020826095032163257
55,0.18844885908957867,0.14683120504313057
56,0.1412163880487553,0.12842705403270038
57,0.06478072228532998,0.058939078845525315
58,0.022364763860285696,0.021671152671574014
59,0.04276674962977626,0.05550960434256891
60,0.05924774823107549,0.05270922729130678
61,0.1703257303165726,0.12756675186385197
62,0.08053625564239889,0.06644155190597657
63,0.05414554642488267,0.021581127939598047
64,9.992007221626415e-16,0.0016076260596961977
65,0.07946315543999392,0.07528976101694579
66,0.009295284869298396,0.009175354076561651
67,0.0779582003833621,0.07724688820108455
68,0.0002312154102427678,0.0014032276533249113
69,0.07102737111683555,0.06737014133782766
70,0.16697742449593453,0.15858846917318029
71,0.0175966893481306,0.01702921621905988
72,0.0981721552612237,0.08569093592723637
73,0.024210083575183033,0.001431885464729844
74,0.05137931155336376,0.011524491382594329
75,0.07335948804885835,0.057983431255321544
76,0.2866094790393567,0.20545842621775476
77,0.01259899744628312,0.006946773603948457
78,0.014582987393750663,0.01394409484532686
79,0.18707931034682798,0.16142375713599053
80,0.02706256167141751,0.024569329948977987
81,0.0180117881807315,0.010003218935274777
82,0.17172587923969704,0.14299528648691945
83,0.03339365309351254,0.02259691564736332
84,0.010854421505618522,0.011793370399756918
85,0.030858175554588193,0.03442753663495863
86,0.038395255544096125,0.034451582254498216
87,0.04155507483367625,0.03643448485356092
88,0.1880037099298374,0.12815504775397896
89,0.04850634696317427,0.04471012708099811
90,0.063630659215238,0.060370051427425124
91,0.03844006572197863,0.030742474554104837
92,0.03528690433850028,0.0337622439740119
93,0.08610543114085542,0.08755412328931148
94,0.05519890709651268,0.012272869344450129
95,0.02543957597357913,0.02663029857232462
96,0.18939590455399602,0.11882216227927486
97,0.18238507241325433,0.1345616420154269
98,,
99,0.10891178123973783,0.06446422018106979
100,0.04438720481983174,0.015384923008188783
101,0.09443089315940788,0.06421051538796899
102,0.004018555236425262,0.0002289639391800122
103,0.0886374840874676,0.07573072623666682
104,0.08529475395163753,0.0648372560097087
105,0.0790714130471213,0.06863647886807038
106,0.00023105767318268126,0.002063101705611721
107,0.09472023268191104,0.07541310539768174
108,0.0803018366270423,0.07974839255960686
109,0.28826351159672436,0.23935062168258053
110,0.050497287868023676,0.03643503281049622
111,0.05396190670033619,0.04949587205319501
112,0.04714755504876257,0.04387913073152809
113,0.053501834966828254,0.043504668159393675
114,0.11400959146289756,0.11898471590181332
115,0.05862273655594275,0.042854350817980065
116,0.023274339253306173,0.019501957037410644
117,0.08692927710292869,0.07819289012060075
118,0.22930964181602884,0.03842922431818408
119,0.16721148928843882,0.14390187739167107
120,0.007768789396989599,0.0033512337455946437
121,0.0366206030664359,0.031757123630468224
122,0.05165619353043108,0.039984423272501034
123,0.01354044381042943,0.012577485891964306
124,0.026437574443757023,0.025494275358246506
125,0.02158620246311169,0.006057031300079764
126,0.06789691592920186,0.06459629580473603
127,0.0047202506889206285,0.005164477313227303
128,0.06170962676711224,0.05952164020002057
129,0.10530806795321726,0.0850284905335187
130,0.040864421385912474,0.04556413365959595
131,0.38018383406575956,0.19568095121008974
132,0.12514582786535947,0.12139734115810409
133,0.007907229028139891,0.0023170148024147606
134,0.1018983198978599,0.09532771121290265
135,0.10899252516396185,0.08629690755689412
